f1,f2,label
-10.237303045379084,38.40196121433363,1
6.281435504756569,31.348302421815895,1
8.791499246123486,-41.59866307903774,1
-6.684254813714933,-29.348745664430705,1
10.857654530975223,-43.2319081662191,1
12.086533170740243,-19.388222917842494,1
2.688124767936536,45.60127540205723,1
-8.037919666558256,-14.626100056386875,1
-11.917224892765821,-50.3039319117835,1
-9.65135814363982,40.203604486653354,1
5.212794215310337,29.51077799808806,1
-3.2301687677660906,-31.364070701861706,1
11.197367787968505,-14.359023351278427,1
-13.350048623774597,-44.630800366286735,1
13.463766471716822,-49.22273546061408,1
-17.127191530799877,55.407267666517576,1
18.386090196205874,19.61533587675388,1
-10.699421198660094,40.40377294726322,1
-17.532674041127176,-51.06645828493708,1
9.07377230580446,-17.944714523703603,1
-2.788612606043361,-41.44418976436548,1
18.812899048882368,48.22086111678057,1
-12.078550349040485,-22.18202439161442,1
-9.716214944797144,-47.00784251283947,1
2.658191018807665,-34.764144596153066,1
-7.7805046429254645,-29.273548517117447,1
11.556407223355139,51.3814776111855,1
19.187851764488872,-11.187889930931284,1
-16.470573578003982,57.95644605379888,1
-5.961468258030034,24.322634223150597,1
10.259495415000563,-32.55764418502541,1
-9.933882248096488,22.91139738329994,1
-13.49304509435303,16.44842196228066,1
-5.0371534471888735,50.1912414855103,1
2.4773226858574633,-2.712414060170156,1
0.49160443202312776,-24.321250799467258,1
-8.4124188854166,-49.3346069166408,1
13.306491638266744,-30.2494600595333,1
20.807248048874808,38.51247721926807,1
-9.498435418003698,40.960907716410716,1
16.10859327841755,28.061573564957705,1
-7.747159797290239,18.273627869301375,1
9.572476387696055,-40.807943340240584,1
-15.15804177951032,-24.02517613083804,1
10.733233814177543,-5.421647660294086,1
-9.63011335401566,35.614900268385924,1
-3.2857225818627134,49.47256969767981,1
14.661641148091405,10.06443660941251,1
9.120785097940745,-2.072530672768581,1
8.660658081825424,35.13816552016619,1
-11.996506476947738,5.665567018492343,1
-9.87006971277965,-3.43930995519052,1
7.866271883874196,-43.72715833200959,1
1.9705072428342938,41.53418554760944,1
-16.316374726057013,-47.08640410429488,1
-17.419685036178766,-8.627837690371788,1
-8.322310504379058,1.087677991834704,1
-8.979843260903374,-50.879716859891765,1
-17.674700131441664,-0.21647850381859124,1
10.248486513449057,-41.685734367242304,1
2.0268874610668837,49.576871169220276,1
-12.094111163549895,-43.868724603964,1
-13.709609849062488,-48.06472539415498,1
10.489055495767392,18.778937481643997,1
-12.325456101156467,21.58267194088647,1
